genomeversion	biastype	biassubtype	chr	start	end
hg19	transcription	uts	chr1	150335567	150449042
hg19	transcription	uts	chr1	150459887	150480078
hg19	transcription	uts	chr1	150480538	150486265
hg19	transcription	uts	chr1	150521884	150533413
hg19	transcription	uts	chr1	150521897	150524367
hg19	transcription	uts	chr1	150898739	150937213
hg19	transcription	uts	chr1	150954493	150968110
hg19	transcription	uts	chr1	150980896	151008189
hg19	transcription	uts	chr1	151009046	151020076
hg19	transcription	uts	chr1	151020216	151024462
hg19	transcription	uts	chr1	151030234	151040970
hg19	transcription	uts	chr1	151043054	151098018
hg19	transcription	uts	chr1	151129105	151132225
hg19	transcription	uts	chr1	151129140	151142773
hg19	transcription	uts	chr1	151170425	151222012
hg19	transcription	uts	chr1	151227179	151239955
hg19	transcription	uts	chr1	151254094	151264656
hg19	transcription	uts	chr1	151372010	151374420
hg19	transcription	uts	chr1	151482986	151511168
hg19	transcription	uts	chr1	151512781	151556059
hg19	transcription	uts	chr1	151584541	151671567
hg19	transcription	uts	chr1	151682909	151702281
hg19	transcription	uts	chr1	151682909	151702070
hg19	transcription	uts	chr1	151735445	151743808
hg19	transcription	uts	chr1	152483320	152484653
hg19	transcription	uts	chr1	152486978	152488486
hg19	transcription	uts	chr1	152573138	152573562
hg19	transcription	uts	chr1	152586287	152586574
hg19	transcription	uts	chr1	152635872	152637135
hg19	transcription	uts	chr1	152647771	152659877
hg19	transcription	uts	chr1	152647771	152649050
hg19	transcription	uts	chr1	152670840	152671918
hg19	transcription	uts	chr1	152680636	152681967
hg19	transcription	uts	chr1	152691998	152692905
hg19	transcription	uts	chr1	152730506	152734529
hg19	transcription	uts	chr1	152748848	152749445
hg19	transcription	uts	chr1	152758690	152760902
hg19	transcription	uts	chr1	152769227	152770657
hg19	transcription	uts	chr1	152784447	152785585
hg19	transcription	uts	chr1	152799949	152800573
hg19	transcription	uts	chr1	152815344	152816459
hg19	transcription	uts	chr1	152850793	152857523
hg19	transcription	uts	chr1	152881021	152884362
hg19	transcription	uts	chr1	152943142	152945050
hg19	transcription	uts	chr1	152956557	152958289
hg19	transcription	uts	chr1	152974223	152976332
hg19	transcription	uts	chr1	153003678	153005376
hg19	transcription	uts	chr1	153175919	153177596
hg19	transcription	uts	chr1	153190060	153191793
hg19	transcription	uts	chr1	153232176	153234598
hg19	transcription	uts	chr1	153330330	153333503
hg19	transcription	uts	chr1	153389000	153395701
hg19	transcription	uts	chr1	153600402	153604513
hg19	transcription	uts	chr1	153606525	153618782
hg19	transcription	uts	chr1	153631130	153634306
hg19	transcription	uts	chr1	153651113	153666468
hg19	transcription	uts	chr1	153700543	153746555
hg19	transcription	uts	chr1	153746830	153752633
hg19	transcription	uts	chr1	153940010	153946839
hg19	transcription	uts	chr1	153963235	153964626
hg19	transcription	uts	chr1	154192655	154243986
hg19	transcription	uts	chr1	154244987	154248351
hg19	transcription	uts	chr1	154293566	154297801
hg19	transcription	uts	chr1	154298029	154323783
hg19	transcription	uts	chr1	154377669	154441926
hg19	transcription	uts	chr1	154474695	154520623
hg19	transcription	uts	chr1	154540257	154552502
hg19	transcription	uts	chr1	154585067	154585190
hg19	transcription	uts	chr1	154947129	154951725
hg19	transcription	uts	chr1	154955814	154965587
hg19	transcription	uts	chr1	154966062	154966791
hg19	transcription	uts	chr1	154975127	154990998
hg19	transcription	uts	chr1	155006300	155023406
hg19	transcription	uts	chr1	155023042	155035252
hg19	transcription	uts	chr1	155036207	155042029
hg19	transcription	uts	chr1	155036224	155060014
hg19	transcription	uts	chr1	155036224	155059283
hg19	transcription	uts	chr1	155099936	155107333
hg19	transcription	uts	chr1	155107820	155111329
hg19	transcription	uts	chr1	155145873	155157447
hg19	transcription	uts	chr1	155178490	155183614
hg19	transcription	uts	chr1	155247374	155259639
hg19	transcription	uts	chr1	155278539	155290457
hg19	transcription	uts	chr1	155290687	155300905
hg19	transcription	uts	chr1	155579979	155718153
hg19	transcription	uts	chr1	155657751	155708803
hg19	transcription	uts	chr1	155829300	155854990
hg19	transcription	uts	chr1	155911480	155912625
hg19	transcription	uts	chr1	156024543	156028301
hg19	transcription	uts	chr1	156030951	156040295
hg19	transcription	uts	chr1	156052364	156109880
hg19	transcription	uts	chr1	156117157	156147543
hg19	transcription	uts	chr1	156163880	156182587
hg19	transcription	uts	chr1	156182773	156213123
hg19	transcription	uts	chr1	156182784	156212874
hg19	transcription	uts	chr1	156211753	156213112
hg19	transcription	uts	chr1	156252726	156262976
hg19	transcription	uts	chr1	156307105	156316786
hg19	transcription	uts	chr1	156339003	156355011
hg19	transcription	uts	chr1	156549519	156556562
hg19	transcription	uts	chr1	156561554	156564091
hg19	transcription	uts	chr1	156589086	156595517
hg19	transcription	uts	chr1	156611182	156629324
hg19	transcription	uts	chr1	156698234	156706752
hg19	transcription	uts	chr1	156720402	156770607
hg19	transcription	uts	chr1	156785432	156851642
hg19	transcription	uts	chr1	156863490	156886226
hg19	transcription	uts	chr1	156890442	156902886
hg19	transcription	uts	chr1	157963063	158070052
hg19	transcription	uts	chr1	158149737	158154686
hg19	transcription	uts	chr1	158223927	158228059
hg19	transcription	uts	chr1	158259576	158263420
hg19	transcription	uts	chr1	158323254	158327343
hg19	transcription	uts	chr1	158435272	158436344
hg19	transcription	uts	chr1	158449668	158450675
hg19	transcription	uts	chr1	158576229	158577170
hg19	transcription	uts	chr1	158724510	158725681
hg19	transcription	uts	chr1	158801107	158819296
hg19	transcription	uts	chr1	158900586	158946844
hg19	transcription	uts	chr1	158969758	159024945
hg19	transcription	uts	chr1	159141399	159173103
hg19	transcription	uts	chr1	159173097	159176290
hg19	transcription	uts	chr1	159259504	159278014
hg19	transcription	uts	chr1	159409512	159410600
hg19	transcription	uts	chr1	159557615	159558655
hg19	transcription	uts	chr1	159750722	159752333
hg19	transcription	uts	chr1	159770301	159786041
hg19	transcription	uts	chr1	159796540	159807039
hg19	transcription	uts	chr1	160051360	160060353
hg19	transcription	uts	chr1	160085549	160113381
hg19	transcription	uts	chr1	160121360	160156767
hg19	transcription	uts	chr1	160160285	160171676
hg19	transcription	uts	chr1	160175127	160185166
hg19	transcription	uts	chr1	160313062	160328742
hg19	transcription	uts	chr1	160336857	160342638
hg19	transcription	uts	chr1	160370376	160398468
hg19	transcription	uts	chr1	160709037	160724611
hg19	transcription	uts	chr1	160765896	160798045
hg19	transcription	uts	chr1	161035655	161035943
hg19	transcription	uts	chr1	161068151	161070136
hg19	transcription	uts	chr1	161087876	161095235
hg19	transcription	uts	chr1	161122566	161128646
hg19	transcription	uts	chr1	161129240	161135513
hg19	transcription	uts	chr1	161136200	161147803
hg19	transcription	uts	chr1	161166894	161184185
hg19	transcription	uts	chr1	161185024	161190489
hg19	transcription	uts	chr1	161190160	161192296
hg19	transcription	uts	chr1	161195793	161200408
hg19	transcription	uts	chr1	161228517	161255240
hg19	transcription	uts	chr1	161284047	161332984
hg19	transcription	uts	chr1	161475220	161493803
hg19	transcription	uts	chr1	161494036	161496681
hg19	transcription	uts	chr1	161551101	161648444
hg19	transcription	uts	chr1	161676762	161684142
hg19	transcription	uts	chr1	161691353	161697933
hg19	transcription	uts	chr1	161719548	161727028
hg19	transcription	uts	chr1	161736084	161933860
hg19	transcription	uts	chr1	162039564	162353321
hg19	transcription	uts	chr1	162335197	162351905
hg19	transcription	uts	chr1	162336698	162356600
hg19	transcription	uts	chr1	162467041	162499419
hg19	transcription	uts	chr1	162531321	162569627
hg19	transcription	uts	chr1	162601163	162750237
hg19	transcription	uts	chr1	162760492	162782607
hg19	transcription	uts	chr1	163038565	163046592
hg19	transcription	uts	chr1	163236366	163325554
hg19	transcription	uts	chr1	164524821	164868533
hg19	transcription	uts	chr1	165513244	165533198
hg19	transcription	uts	chr1	165600098	165631033
hg19	transcription	uts	chr1	165796768	165880855
hg19	transcription	uts	chr1	166808681	166825581
hg19	transcription	uts	chr1	166958346	166991451
hg19	transcription	uts	chr1	167063282	167098402
hg19	transcription	uts	chr1	167190066	167396582
hg19	transcription	uts	chr1	167599330	167675486
hg19	transcription	uts	chr1	167690429	167761156
hg19	transcription	uts	chr1	167905021	168045081
hg19	transcription	uts	chr1	168148171	168169950
hg19	transcription	uts	chr1	168195176	168212378
hg19	transcription	uts	chr1	168250278	168283664
hg19	transcription	uts	chr1	168545711	168551315
hg19	transcription	uts	chr1	169074935	169101960
hg19	transcription	uts	chr1	169337208	169365778
hg19	transcription	uts	chr1	169631245	169823221
hg19	transcription	uts	chr1	170115142	170136931
hg19	transcription	uts	chr1	170501270	170522587
hg19	transcription	uts	chr1	170631869	170708560
hg19	transcription	uts	chr1	170904612	171033906
hg19	transcription	uts	chr1	171060018	171086959
hg19	transcription	uts	chr1	171106879	171130707
hg19	transcription	uts	chr1	171154347	171181822
hg19	transcription	uts	chr1	171217638	171255117
hg19	transcription	uts	chr1	171283347	171311223
hg19	transcription	uts	chr1	171454651	171562650
hg19	transcription	uts	chr1	171750788	171783163
hg19	transcription	uts	chr1	171810621	172387606
hg19	transcription	uts	chr1	172389828	172437971
hg19	transcription	uts	chr1	172501489	172580971
hg19	transcription	uts	chr1	172628154	172636014
hg19	transcription	uts	chr1	173446405	173457946
hg19	transcription	uts	chr1	173684080	173755840
hg19	transcription	uts	chr1	173793641	173827684
hg19	transcription	uts	chr1	173837220	173866494
hg19	transcription	uts	chr1	174128548	174964445
hg19	transcription	uts	chr1	174417212	174418683
hg19	transcription	uts	chr1	174968300	174980851
hg19	transcription	uts	chr1	175036994	175117202
hg19	transcription	uts	chr1	176432307	176814735
hg19	transcription	uts	chr1	177140633	177251558
hg19	transcription	uts	chr1	178062864	178448644
hg19	transcription	uts	chr1	178482212	178517734
hg19	transcription	uts	chr1	178511887	178518024
hg19	transcription	uts	chr1	178511950	178517579
hg19	transcription	uts	chr1	178694300	178889238
hg19	transcription	uts	chr1	178994939	179045697
hg19	transcription	uts	chr1	179050512	179067158
hg19	transcription	uts	chr1	179262925	179327815
hg19	transcription	uts	chr1	179334855	179523870
hg19	transcription	uts	chr1	179560748	179660407
hg19	transcription	uts	chr1	179712298	179785333
hg19	transcription	uts	chr1	179851177	179889211
hg19	transcription	uts	chr1	179923873	180084015
hg19	transcription	uts	chr1	180123969	180173165
hg19	transcription	uts	chr1	180199421	180249380
hg19	transcription	uts	chr1	180601140	180859387
hg19	transcription	uts	chr1	180882290	180920750
hg19	transcription	uts	chr1	180941695	180949868
hg19	transcription	uts	chr1	181003067	181031074
hg19	transcription	uts	chr1	181057638	181059977
hg19	transcription	uts	chr1	181382238	181777219
hg19	transcription	uts	chr1	182419256	182529734
hg19	transcription	uts	chr1	182758428	182799519
hg19	transcription	uts	chr1	182808504	182856886
hg19	transcription	uts	chr1	182992595	183114727
hg19	transcription	uts	chr1	183155373	183214035
hg19	transcription	uts	chr1	183441351	183567381
hg19	transcription	uts	chr1	183605208	183897666
hg19	transcription	uts	chr1	184020811	184043346
hg19	transcription	uts	chr1	184356192	184598154
hg19	transcription	uts	chr1	185014496	185071740
hg19	transcription	uts	chr1	185126212	185260897
hg19	transcription	uts	chr1	185703683	186160085
hg19	transcription	uts	chr1	186265405	186283694
hg19	transcription	uts	chr1	186344890	186390510
hg19	transcription	uts	chr1	186369704	186370587
hg19	transcription	uts	chr1	186798085	186958113
hg19	transcription	uts	chr1	192127587	192154945
hg19	transcription	uts	chr1	192286122	192336415
hg19	transcription	uts	chr1	192544857	192549161
hg19	transcription	uts	chr1	192605275	192629390
hg19	transcription	uts	chr1	192778169	192781403
hg19	transcription	uts	chr1	193028552	193060907
hg19	transcription	uts	chr1	193091147	193223031
hg19	transcription	uts	chr1	196621008	196716634
hg19	transcription	uts	chr1	196743925	196763203
hg19	transcription	uts	chr1	196788875	196801319
hg19	transcription	uts	chr1	196788898	196928356
hg19	transcription	uts	chr1	196857144	196887843
hg19	transcription	uts	chr1	196946667	196978804
hg19	transcription	uts	chr1	197170592	197447585
hg19	transcription	uts	chr1	197871777	197876497
hg19	transcription	uts	chr1	197881037	197904608
hg19	transcription	uts	chr1	198126093	198291550
hg19	transcription	uts	chr1	198607801	198726545
hg19	transcription	uts	chr1	199996730	200146552
hg19	transcription	uts	chr1	200708686	200829832
hg19	transcription	uts	chr1	200842083	200843306
hg19	transcription	uts	chr1	200860176	200884863
hg19	transcription	uts	chr1	201159953	201198080
hg19	transcription	uts	chr1	201252580	201302121
hg19	transcription	uts	chr1	201592013	201592738
hg19	transcription	uts	chr1	201592411	201796102
hg19	transcription	uts	chr1	201798269	201853422
hg19	transcription	uts	chr1	201857808	201861434
hg19	transcription	uts	chr1	201924619	201939789
hg19	transcription	uts	chr1	201951500	201975275
hg19	transcription	uts	chr1	201977073	201986316
hg19	transcription	uts	chr1	202091986	202098640
hg19	transcription	uts	chr1	202163029	202288909
hg19	transcription	uts	chr1	202317827	202557697
hg19	transcription	uts	chr1	202789394	202796353
hg19	transcription	uts	chr1	202976514	202993976
hg19	transcription	uts	chr1	202995626	203047868
hg19	transcription	uts	chr1	203059782	203136533
hg19	transcription	uts	chr1	203274619	203278730
hg19	transcription	uts	chr1	203444956	203460480
hg19	transcription	uts	chr1	203463271	203477992
hg19	transcription	uts	chr1	203595689	203713209
hg19	transcription	uts	chr1	203734304	203745361
hg19	transcription	uts	chr1	203764782	203823252
hg19	transcription	uts	chr1	203765437	203769686
hg19	transcription	uts	chr1	203830731	203839678
hg19	transcription	uts	chr1	204042243	204096863
hg19	transcription	uts	chr1	204485511	204542871
hg19	transcription	uts	chr1	204797779	204991950
hg19	transcription	uts	chr1	205012325	205047627
hg19	transcription	uts	chr1	205197304	205242471
hg19	transcription	uts	chr1	205473723	205501921
hg19	transcription	uts	chr1	205538013	205572046
hg19	transcription	uts	chr1	205682497	205684153
hg19	transcription	uts	chr1	206136916	206155151
hg19	transcription	uts	chr1	206223976	206231639
hg19	transcription	uts	chr1	206317459	206332104
hg19	transcription	uts	chr1	206516200	206637783
hg19	transcription	uts	chr1	206643791	206670223
hg19	transcription	uts	chr1	206680879	206762616
hg19	transcription	uts	chr1	206808881	206857764
hg19	transcription	uts	chr1	206858289	206907628
hg19	transcription	uts	chr1	206972215	207016324
hg19	transcription	uts	chr1	207038699	207042568
hg19	transcription	uts	chr1	207070788	207077484
hg19	transcription	uts	chr1	207222801	207254369
hg19	transcription	uts	chr1	207262187	207273338
hg19	transcription	uts	chr1	207277607	207318317
hg19	transcription	uts	chr1	207494853	207534311
hg19	transcription	uts	chr1	207627575	207663240
hg19	transcription	uts	chr1	207669492	207813992
hg19	transcription	uts	chr1	207818458	207911761
hg19	transcription	uts	chr1	207925402	207968858
hg19	transcription	uts	chr1	209757062	209787283
hg19	transcription	uts	chr1	209848765	209849733
hg19	transcription	uts	chr1	209859510	209908295
hg19	transcription	uts	chr1	209929377	209955668
hg19	transcription	uts	chr1	210001352	210030910
hg19	transcription	uts	chr1	210111538	210337636
hg19	transcription	uts	chr1	210406144	210419976
hg19	transcription	uts	chr1	210501596	210849638
hg19	transcription	uts	chr1	211431719	211489727
hg19	transcription	uts	chr1	211499957	211548288
hg19	transcription	uts	chr1	212208919	212280742
hg19	transcription	uts	chr1	212458879	212535200
hg19	transcription	uts	chr1	212606229	212619714
hg19	transcription	uts	chr1	212738676	212794119
hg19	transcription	uts	chr1	212797789	212800120
hg19	transcription	uts	chr1	212965170	212989968
hg19	transcription	uts	chr1	213031597	213072705
hg19	transcription	uts	chr1	213123862	213165379
hg19	transcription	uts	chr1	213224589	213448116
hg19	transcription	uts	chr1	214156524	214214595
hg19	transcription	uts	chr1	214454445	214510474
hg19	transcription	uts	chr1	214776538	214837931
hg19	transcription	uts	chr1	215179118	215410436
hg19	transcription	uts	chr1	215740735	215795149
hg19	transcription	uts	chr1	217804666	218045038
hg19	transcription	uts	chr1	218458629	218511325
hg19	transcription	uts	chr1	218519577	218617961
hg19	transcription	uts	chr1	218683438	218699320
hg19	transcription	uts	chr1	219347186	219386207
hg19	transcription	uts	chr1	220267444	220321380
hg19	transcription	uts	chr1	220701568	220837803
hg19	transcription	uts	chr1	220863187	220872499
hg19	transcription	uts	chr1	220921567	220958150
hg19	transcription	uts	chr1	220960101	220987735
